question,answer,intent,label
위드 코로나 단계 위드 코로나는 실외에서 마스크 안써도 되는 건가요?,위드코로나 단계가 진행되어도 여전히 마스크는 착용해야합니다.,위드코로나 마스크,28
위드 코로나 단계는 높을 수록 좋은건 가요? 아니면 낮을 수록 좋은 건가요?,위드코로나는 단계가 높아질수록 좋습니다.,위드코로나 단계,29
코로나백신 부스터샷~ 코로나백신 부스터샷은 언제 누가 맞는다는 건가요?,코로나백신 부스터샷은 기본접종 완료 후 6개월 된 사람이 접종하게 됩니다.,부스터샷 대상,53
코로나 검사결과 제가 코로나 검사를 했는데요 하필 폰이 망가져서.. 고치려면 며칠 있어야 하는데 코로나 검사결과를 내일 당일 알려 줘야 해서 문자를 못 받는데 혹시 따로 결과를 알 수 있는 방법이 있나요? 아니면 카톡으로도 오나요,서울시 내 보건소 선별진료소 코로나19 검사 후 국문결과지 발급 가능한 보건소도 있으니 검사를 받았던 보건소로 문의 부탁드립니다.,검사 결과 수령,54
"위드 코로나 11월1일부터 위드 코로나 될 가능성이 높다고 하는데 위드 코로나 실시하면 유흥시설 ( 클럽 , 나이트 , 노래타운 , 홀덤펍 등등) 영업이 가능한건가여??","네 유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
위드코로나 위드 코로나가 뭔가요?,위드코로나는 코로나를 특별한 질병으로 취급하지 않고 독감과 같이 대하겠다는 것입니다. 그래서 기존의 거리두기 수칙을 완화할수 있게 됩니다.,위드코로나,26
"코로나 의심증상 기침,코 막힘,식욕감소,목부음 코로나 증상 또는 코로나 인가요 코로나이면 제가 어디어디 들렸는지하고 다 물어보나요?","코로나인지 아닌지 걱정하시는 것 같은데요, 너무 염려마시고 조금이라도 걱정되시고 불편하시다면 인근 가까운 보건소나 선별검사소에 가셔서 확실하고 빠른 진단 받아보시길 조심스럽게 추천드립니다~ 별일 없으실거에요 요즘 환절기라 감기증상도 많이 나타날 수 있습니다.",경미한 의심증상,2
위드 코로나 군대 휴가 위드 코로나 이 후에 군대 휴가가 어떻게 될지 궁금하네요,"위드 코로나로 전환된다면, 코로나 이전의 시행했던 휴가제도와 거의 유사하게 복원될 가능성이 높습니다.",위드코로나 군휴가,44
위드 코로나를 해야알까요? 영어학원에서 토론을 하는데 위드코로나를 해야한다 않해야한다가 있는데 저는 해야한다여서 위드코로나가 되면 장점을 알려주세요,장점 1. 답답한 마스크를 벗고 좀 더 자유로운 생활이 가능해집니다. 2. 집합 제한이 풀려 평소 가기 힘들었던 곳들을 갈 수 있습니다. 단점 1. 코로나 감염자들이 더 늘어나게 됩니다. 2. 평소 조용했던 곳들이 더 혼잡해질 가능성이 높아집니다.,위드코로나 장단점,31
위드코로나 곧 시작하잖아요 그럼 평생 위드코로나로 마스크 쓰고 다녀야하나요?,백신뿐아니라 치료제가 개발되면 마스크 벗을수 있게될거예요. 힘내세요!,코로나 종식 기간,16
위드코로나가뭐에요 ??,코로나를 특별한 질병으로 취급하지않고 코로나 이전의 삶으로 돌아가는 체제라고 보시면됩니다.,위드코로나,26
"위드코로나 중단 혹시 위드코로나 중단되면 5인이상 집합금지로 돌아가나요? 위드코로나 중단되면 헬스장이나 술집, 식당, 카페, 등교는 어떻게 되나요? 설마 위드코로나 중단하지는 않겠죠?","위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787",위드코로나 중단 조건,32
코로나 완치자 백신패스 적용 격일헤제일2021년10월26일입니다. 코로나 완치자 백신1차도 안맞은 상태에요 말그대로 백신안맞고 코로나만 완치 된거에요 코로나 백신패스 적용될까요?,코로나 감염후 완치자도 백신패스권이 부여되어 접종완료자와 같은 혜택받을 수 있습니다 완치되면 완치되었다고 문서 주지요? 그걸로 증빙하시면 됩니다.,완치자 백신 패스,56
"코로나 의심증상에서 가래랑 코막힘도 있는데 코막힘은 의심증상에 포함인지 모르겠지만, 한테 코로나 인가요..? 밀첩접촉자이긴한데 가래는 오늘아침부터 있었는데 집에 오니깐 갑자기 코막히는데 냄새랑 입맛은 잘 나요 코로나 인지","코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 일단 밀접접촉자시라면, 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
"갔는데 코로나 증상이 나와요ㅠㅠ 혹시 확진자를 만나지 않아도 코로나가 걸릴수 있나요? 너무 확실한 코로나 증상이라 무서워요ㅠㅠ 일단, 약바르니까 나아지긴 했는데 좀 무서워서ㅜㅜ 그리고 코로나검사 어떤지도 알려주시면 감사하겠습니다!","코로나인지 아닌지 걱정하시는 것 같은데요, 너무 염려마시고 조금이라도 걱정되시고 불편하시다면 인근 가까운 보건소나 선별검사소에 가셔서 확실하고 빠른 진단 받아보시길 조심스럽게 추천드립니다~ 별일 없으실거에요 요즘 환절기라 감기증상도 많이 나타날 수 있습니다.",경미한 의심증상,2
어제 여자친구한테 감기가 옮은건진 모르겠지만 인후통이 있더라구여 여자친구도 한 2주동안 계속 인후통을 앓고있었는데 코로나인가 싶어서 검사하려고 합니다 이런 증상이 있을경우 첫날이라도 코로나시 양성이라고 뜨나요?̊̈,열없이 정상인처럼 보일때도 많습니다. 현재는 인후염 시작하는 초기정도 반응으로 여겨집니다. 걱정되시면 1339나 동네 보건소에 전화문의해보신후에 병원을 방문하셔도 됩니다.,인후통 비교,41
"제가 토요일에 남자친구랑 밥을 먹으러 갔었는데 화,수,토,일에 식당 이용자는 코로나 검사를, 남자친구는 1차만 맞았고 코로나에 걸렸다가 완치판정 받았구요. 문자는 남자친구한테만 왔는데, 제가 코로나에 걸릴 가능성은 큰가요??",확진자와 접촉하였다고 바로 검사 양성이 되지는 않습니다. 적절한 검체 채취 및 검사 방법을 하지 못하면 음성으로 나오기도 합니다. 코로나 증상은 다음의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM,확진자 접촉 경미,8
"내공100( 태국여행 코로나검사 얼마전에 태국여행이 가능하다는 말을 듣고 12월말에 가족여행을 갈까 합니다. 비행기타고 태국에 도착하면 코로나 검사를 받고 귀국하기전에 또 코로나 검사를 한다는데요, 코로나 검사비는 개인 부담인가요? 만약에 개인부담이면 태국에서 검사비용은 얼마일까요?","약 4,000바트 정도로 추정됩니다. (검사소에 따라 다를 수도 있음.)  2021.10.25. 기준",검사 비용 태국,50
목이 칼칼하고 코가 막히고 몸의 기력이 없는데 1.코로나 증상인가요? 아님 감기같은건가요 2. 코로나 검사를 받아야 하나요?,"코로나인지 아닌지 걱정하시는 것 같은데요, 너무 염려마시고 조금이라도 걱정되시고 불편하시다면 인근 가까운 보건소나 선별검사소에 가셔서 확실하고 빠른 진단 받아보시길 조심스럽게 추천드립니다~ 별일 없으실거에요 요즘 환절기라 감기증상도 많이 나타날 수 있습니다.",경미한 의심증상,2
코로나백신을 10월12일에 맞았습니다 근데 주사맞은 팔이 지금도 아픈데 어떻게 해야하나요 계솟 저리기도 함,백신 접종 후 약 14일 이내에는 다양한 증상이 발현될 수 있습니다. 자세한 사항은 코핀 챗봇에 '체크리스트'를 입력하여 자가 진단을 받아보실 수 있습니다.,접종 건강상태,59
"실비보험 질문! 코로나 실비보험에 대한 질문 있어요! 코로나에 대해 보험사 콜센터에 문의 해봤는데 코로나 치료비는 국가에서 부담하기 때문에 보험에서, 혹시 코로나에 대한 치료비가 나중에 부과 되면 실비에서 보상이되는 건가요?","코로나 바이러스 감염시, 병원비 전액을 국가가 부담합니다. 실비보험은 내가 쓴 병원비만, 결국 코로나 바이러스 감염으로 인한 병원비 보상은 없습니다.",확진자 실비,61
피부 증상 저희학교에 오늘 코로나 확진자가 나타났다고해서 검사받고 했는데 저희반이라고하는데요 집와서 씻는데 몸에 노랗게 멍 2개정도있고 허리쪽에 두드러기같이 뭐났는데 이거 코로나 증상인가요?,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다. 아마도 코로나 19는 아니겠지만 증상만으로는 감별이 어렵습니다. 걱정되거나 의심되면 1339 전화하셔서 선별검사 혹은 진료가 필요한지 안내 받아보세요~,경미한 의심증상,2
한 2주에서 3주전부터 목구멍이 따갑고 기침하고 재채기하는데 코로나인가요?? 열은 안납니다. 목구멍 따갑고 기침하고 재채기 이외에 증상은 없어요. 근데 최근에 가끔 설사를 하는데 저희반애 어떤애가 코로나가 걸려서 불안하네요 ㅠㅜ,코로나 19 감염이 지역사회감염으로번지면서 불안감이 고조되고있습니다. 아마도 코로나 19는 아니겠지만 증상만으로는 감별이 어렵습니다. 걱정되거나 의심되면 1339 전화하셔서 선별검사 혹은 진료가 필요한지 안내 받아보세요~,경미한 의심증상,2
목감기 걸리고 나서 열났고 일반 약먹고 하루 지나니까 열도 내려가고 목감기도 없어졌음. 근데 코감기는 남아있음. 코로나는 갈수록 증상이 심해지는거임? 코로나 아닐 확률이 더 높음? 낮음?,"현시국상 코로나 확진여부에 대한 불안정한 지위와 상황에서 벗어나시는 것이 급선무이므로 우선적으로 보건소 등 선별진료소에서의 검사를 진행하고, 보건소 등 전국 선별진료소에서의 코로나 검사는 무료이며, 선별진료소가 아닌 병원 등에서의 검사는 유료이오니, 선별진료소에서 검사를 받아보시길 권해드립니다.",경미한 의심증상,2
"논산훈련소 행군 군 코로나 그 군 코로나 때문에 안하는 훈련 있다는데 혹시 논산훈련소 행군 안하나요?? 군 코로나 예방조치 뭐 그런거 때문에 안하는 훈련이 있다고, 그냥 물어봅니다~ 혹시나 해서 ㅋㅋㅋㅋㅋㅋ 그리고 입대 준비중인데 가져갈거랑 팁좀 있으면 말해주세요 #논산훈련소행군 #군코로나 #육군훈련소 #입대준비",군부대 내부에서는 코로나 상황하고는 상관없이 그대로 진행되고 있습니다 :) 화이팅!,코로나 군생활,45
"위드코로나로 인해 달라진점 11월에 위드코로나가 시작되었는데 이로 인해 코로나19와 위드코로나로 바뀌면서 달라진점 알려주세요!! 위드코로나를 시행하면 단점, 불편한점이나 반대로 좋은점도 알려주시면 감사하겠습니다 뉴스 기사? 만들기 주제가 위드코로나인데 뉴스 기사에 넣을만한 정보도 알려주시면 감사해요!",장점 1. 답답한 마스크를 벗고 좀 더 자유로운 생활이 가능해집니다. 2. 집합 제한이 풀려 평소 가기 힘들었던 곳들을 갈 수 있습니다. 단점 1. 코로나 감염자들이 더 늘어나게 됩니다. 2. 평소 조용했던 곳들이 더 혼잡해질 가능성이 높아집니다.,위드코로나 장단점,31
